"id","userid","class","subject","topic","subtopic","type","type1","type2","question","correct_ans","hint","opt_a","opt_b","opt_c","opt_d","status","created_at","updated_at","shape_info"
184,1,1,8,3,34,0,"","","What is the sum of money shown?","1","","5","10","1","2",0,"2023-09-04 14:54:34","2023-09-04 14:54:34",""
185,1,1,8,3,34,0,"","","What is the sum of money shown?","5","","5","2","10","1",0,"2023-09-04 14:54:34","2023-09-04 14:54:34",""
186,1,1,8,3,34,0,"","","What is the sum of money shown?","10","","2","1","10","5",0,"2023-09-04 14:54:34","2023-09-04 14:54:34",""
187,1,1,8,3,36,0,"","","Which group has less money?","7","","10","8","9","7",0,"2023-09-04 14:54:34","2023-09-04 14:54:34",""
188,1,1,8,3,36,1,"","","Which group has more money?","9","","6","2","9","8",0,"2023-09-04 14:54:34","2023-09-04 14:54:34",""
189,1,1,8,3,36,0,"","","Which group has less money?","6","","6","10","8","7",0,"2023-09-04 14:54:34","2023-09-04 14:54:34",""
190,1,1,8,3,36,1,"","","Which group has more money?","10","","1","10","9","3",0,"2023-09-04 14:54:34","2023-09-04 14:54:34",""
191,1,1,8,3,36,1,"","","Which group has more money?","8","","8","3","4","2",0,"2023-09-04 14:54:34","2023-09-04 14:54:34",""
192,1,1,8,3,36,0,"","","Which group has less money?","5","","9","5","6","10",0,"2023-09-04 14:54:34","2023-09-04 14:54:34",""
193,1,1,8,3,36,1,"","","Which group has more money?","10","","6","10","1","4",0,"2023-09-04 14:54:34","2023-09-04 14:54:34",""
194,1,1,8,3,36,0,"","","Which group has less money?","5","","5","8","10","9",0,"2023-09-04 14:54:34","2023-09-04 14:54:34",""
195,1,1,8,3,36,1,"","","Which group has more money?","10","","7","4","10","8",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
196,1,1,8,3,36,0,"","","Which group has less money?","2","","6","9","2","3",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
197,1,1,8,3,36,1,"","","Which group has more money?","7","","6","7","4","3",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
198,1,1,8,3,36,0,"","","Which group has less money?","6","","9","6","10","8",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
199,1,1,8,3,36,1,"","","Which group has more money?","8","","4","5","8","3",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
200,1,1,8,3,36,0,"","","Which group has less money?","5","","5","6","8","7",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
201,1,1,8,23,24,0,"","","Which of the following shape is a Rectangle?","2","","2","1","3","4",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
202,1,1,8,23,24,0,"","","Which of the following shape is a Triangle?","3","","3","1","4","2",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
203,1,1,8,23,24,0,"","","Which of the following shape is a Square?","4","","4","3","2","1",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
204,1,1,8,23,24,0,"","","Which of the following shape is a Circle?","1","","2","1","3","4",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
205,1,1,8,23,24,0,"","","Which of the following shape is a Square?","4","","2","1","4","3",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
206,1,1,8,23,24,0,"","","Which of the following shape is a Triangle?","3","","1","3","2","4",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
207,1,1,8,23,24,0,"","","Which of the following shape is a Rectangle?","2","","1","2","4","3",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
208,1,1,8,23,24,0,"","","Which of the following shape is a Triangle?","3","","1","4","2","3",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
209,1,1,8,23,24,0,"","","Which of the following shape is a Triangle?","3","","4","2","1","3",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
210,1,1,8,23,24,0,"","","Which of the following shape is a Triangle?","3","","4","2","3","1",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
211,1,1,8,23,24,0,"","","Which of the following shape is a Circle?","1","","2","3","1","4",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
212,1,1,8,23,24,0,"","","Which of the following shape is a Rectangle?","2","","1","4","2","3",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
213,1,1,8,23,25,1,"","","How many circle are there in the given image?","5","","4","6","2","5",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
214,1,1,8,23,25,4,"","","How many square are there in the given image?","2","","3","9","4","2",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
215,1,1,8,23,25,2,"","","How many rectangle are there in the given image?","10","","7","9","10","1",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
216,1,1,8,23,25,1,"","","How many circle are there in the given image?","8","","8","2","6","4",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
217,1,1,8,23,25,3,"","","How many triangle are there in the given image?","8","","10","3","5","8",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
218,1,1,8,23,25,2,"","","How many rectangle are there in the given image?","4","","1","4","9","7",0,"2023-09-04 14:54:35","2023-09-04 14:54:35",""
219,1,1,8,23,25,3,"","","How many triangle are there in the given image?","3","","5","9","6","3",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
220,1,1,8,23,25,2,"","","How many rectangle are there in the given image?","4","","5","4","9","8",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
221,1,1,8,23,25,1,"","","How many circle are there in the given image?","8","","1","8","3","5",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
222,1,1,8,23,25,1,"","","How many circle are there in the given image?","4","","1","3","4","2",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
223,1,1,8,23,25,4,"","","How many square are there in the given image?","3","","4","8","2","3",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
224,1,1,8,23,25,4,"","","How many square are there in the given image?","6","","5","3","4","6",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
225,1,1,8,23,25,1,"","","How many circle are there in the given image?","7","","1","3","6","7",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
226,1,1,8,23,25,4,"","","How many square are there in the given image?","2","","4","9","2","3",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
227,1,1,8,23,25,1,"","","How many circle are there in the given image?","3","","1","7","2","3",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
228,1,1,8,23,25,4,"","","How many square are there in the given image?","5","","9","2","5","8",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
229,1,1,8,23,25,2,"","","How many rectangle are there in the given image?","4","","8","7","9","4",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
230,1,1,8,23,25,1,"","","How many circle are there in the given image?","4","","4","9","1","5",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
231,1,1,8,23,25,4,"","","How many square are there in the given image?","4","","2","8","6","4",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
232,1,1,8,23,25,2,"","","How many rectangle are there in the given image?","4","","4","5","3","6",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
233,1,1,8,23,25,2,"","","How many rectangle are there in the given image?","3","","1","3","9","6",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
234,1,1,8,23,25,3,"","","How many triangle are there in the given image?","10","","4","7","10","5",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
235,1,1,8,23,25,1,"","","How many circle are there in the given image?","7","","7","5","9","1",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
236,1,1,8,23,25,3,"","","How many triangle are there in the given image?","1","","8","3","5","1",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
237,1,1,8,23,25,2,"","","How many rectangle are there in the given image?","4","","8","9","4","3",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
238,1,1,8,23,25,3,"","","How many triangle are there in the given image?","4","","10","1","4","2",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
239,1,1,8,23,25,3,"","","How many triangle are there in the given image?","9","","8","6","2","9",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
240,1,1,8,23,25,2,"","","How many rectangle are there in the given image?","7","","8","4","6","7",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
241,1,1,8,23,25,4,"","","How many square are there in the given image?","2","","6","2","8","9",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
242,1,1,8,23,25,1,"","","How many circle are there in the given image?","3","","6","2","3","7",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
243,1,1,8,23,25,4,"","","How many square are there in the given image?","1","","2","1","10","6",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
244,1,1,8,23,25,3,"","","How many triangle are there in the given image?","7","","2","7","6","9",0,"2023-09-04 14:54:36","2023-09-04 14:54:36",""
245,1,1,8,23,25,1,"","","How many circle are there in the given image?","9","","7","9","5","10",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
246,1,1,8,23,25,3,"","","How many triangle are there in the given image?","5","","8","5","1","9",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
247,1,1,8,23,25,2,"","","How many rectangle are there in the given image?","4","","4","3","8","5",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
248,1,1,8,23,26,4,"4","","How many yellow Square are there?","9","","9","10","6","7",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
249,1,1,8,23,26,3,"1","","How many pink Triangle are there?","8","","8","7","4","3",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
250,1,1,8,23,26,1,"1","","How many pink Circle are there?","4","","7","1","4","8",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
251,1,1,8,23,26,3,"5","","How many blue Triangle are there?","1","","6","5","9","1",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
252,1,1,8,23,26,2,"4","","How many yellow Rectangle are there?","8","","8","9","5","7",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
253,1,1,8,23,26,4,"3","","How many green Square are there?","7","","7","6","8","2",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
254,1,1,8,23,26,4,"3","","How many green Square are there?","5","","6","7","5","1",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
255,1,1,8,23,26,2,"3","","How many green Rectangle are there?","4","","8","7","4","1",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
256,1,1,8,23,26,1,"3","","How many green Circle are there?","3","","5","7","4","3",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
257,1,1,8,23,26,2,"4","","How many yellow Rectangle are there?","3","","10","7","3","9",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
258,1,1,8,23,26,1,"4","","How many yellow Circle are there?","4","","6","4","3","2",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
259,1,1,8,23,26,2,"1","","How many pink Rectangle are there?","6","","4","6","2","7",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
260,1,1,8,23,26,4,"3","","How many green Square are there?","3","","10","5","4","3",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
261,1,1,8,23,26,1,"4","","How many yellow Circle are there?","5","","3","9","10","5",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
262,1,1,8,23,26,2,"4","","How many yellow Rectangle are there?","8","","8","1","7","4",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
263,1,1,8,23,26,2,"2","","How many orange Rectangle are there?","10","","2","3","10","4",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
264,1,1,8,23,26,3,"5","","How many blue Triangle are there?","8","","7","1","4","8",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
265,1,1,8,23,26,4,"2","","How many orange Square are there?","1","","10","1","5","2",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
266,1,1,8,23,26,1,"1","","How many pink Circle are there?","4","","8","4","9","7",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
267,1,1,8,23,26,2,"1","","How many pink Rectangle are there?","2","","2","5","8","3",0,"2023-09-04 14:54:37","2023-09-04 14:54:37",""
268,1,1,8,23,26,4,"5","","How many blue Square are there?","4","","1","4","9","6",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
269,1,1,8,23,26,4,"4","","How many yellow Square are there?","1","","10","5","1","7",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
270,1,1,8,23,26,1,"4","","How many yellow Circle are there?","5","","7","5","4","9",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
271,1,1,8,23,26,3,"5","","How many blue Triangle are there?","4","","3","1","7","4",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
272,1,1,8,23,26,4,"2","","How many orange Square are there?","10","","3","7","2","10",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
273,1,1,8,23,26,3,"3","","How many green Triangle are there?","9","","1","8","3","9",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
274,1,1,8,23,26,4,"4","","How many yellow Square are there?","8","","8","6","1","10",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
275,1,1,8,23,26,4,"5","","How many blue Square are there?","9","","6","3","1","9",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
276,1,1,8,23,26,4,"3","","How many green Square are there?","2","","2","10","8","1",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
277,1,1,8,23,26,2,"5","","How many blue Rectangle are there?","1","","7","10","1","3",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
278,1,1,8,23,26,2,"1","","How many pink Rectangle are there?","6","","6","9","1","2",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
279,1,1,8,23,26,4,"1","","How many pink Square are there?","6","","7","1","6","10",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
280,1,1,8,23,26,4,"3","","How many green Square are there?","3","","3","4","5","1",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
281,1,1,8,23,26,3,"1","","How many pink Triangle are there?","9","","9","10","2","5",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
282,1,1,8,23,26,3,"3","","How many green Triangle are there?","9","","3","7","9","1",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
283,1,1,8,23,26,3,"4","","How many yellow Triangle are there?","6","","2","10","6","9",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
284,1,1,8,23,26,1,"2","","How many orange Circle are there?","2","","8","2","7","6",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
285,1,1,8,23,26,4,"4","","How many yellow Square are there?","2","","6","1","3","2",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
286,1,1,8,23,26,3,"3","","How many green Triangle are there?","9","","6","2","3","9",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
287,1,1,8,23,26,2,"5","","How many blue Rectangle are there?","4","","6","2","8","4",0,"2023-09-04 14:54:38","2023-09-04 14:54:38",""
288,1,2,8,8,10,0,"","","What comes just before 6?","5","","8","6","4","5",0,"2023-09-04 14:54:58","2023-09-04 14:54:58",""
289,1,2,8,8,10,1,"","","What comes just after 13?","14","","10","14","11","16",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
290,1,2,8,8,10,1,"","","What comes just after 6?","7","","3","7","14","4",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
291,1,2,8,8,10,1,"","","What comes just after 17?","18","","19","2","18","9",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
292,1,2,8,8,10,1,"","","What comes just after 19?","20","","20","8","14","4",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
293,1,2,8,8,10,1,"","","What comes just after 5?","6","","6","18","13","16",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
294,1,2,8,8,10,0,"","","What comes just before 9?","8","","2","3","8","15",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
295,1,2,8,8,10,1,"","","What comes just after 0?","1","","1","3","10","18",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
296,1,2,8,8,10,0,"","","What comes just before 2?","1","","9","3","1","10",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
297,1,2,8,8,10,0,"","","What comes just before 15?","14","","7","8","14","0",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
298,1,2,8,8,10,0,"","","What comes just before 7?","6","","3","6","12","20",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
299,1,2,8,8,10,1,"","","What comes just after 1?","2","","14","2","3","0",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
300,1,2,8,8,10,0,"","","What comes just before 1?","0","","0","5","6","11",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
301,1,2,8,8,10,0,"","","What comes just before 2?","1","","11","1","13","19",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
302,1,2,8,8,10,1,"","","What comes just after 0?","1","","3","1","10","19",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
303,1,2,8,8,10,1,"","","What comes just after 13?","14","","0","16","13","14",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
304,1,2,8,8,10,0,"","","What comes just before 10?","9","","18","6","1","9",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
305,1,2,8,8,10,1,"","","What comes just after 12?","13","","0","5","13","7",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
306,1,2,8,8,10,1,"","","What comes just after 1?","2","","17","4","6","2",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
307,1,2,8,8,10,0,"","","What comes just before 17?","16","","16","17","2","19",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
308,1,2,8,8,10,0,"","","What comes just before 14?","13","","10","3","13","18",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
309,1,2,8,8,10,0,"","","What comes just before 17?","16","","3","16","13","14",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
310,1,2,8,8,10,0,"","","What comes just before 15?","14","","7","15","19","14",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
311,1,2,8,8,10,1,"","","What comes just after 1?","2","","13","18","2","6",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
312,1,2,8,8,10,0,"","","What comes just before 11?","10","","10","17","7","3",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
313,1,2,8,8,10,1,"","","What comes just after 8?","9","","19","13","9","10",0,"2023-09-04 14:54:59","2023-09-04 14:54:59",""
314,1,2,8,8,10,1,"","","What comes just after 16?","17","","3","6","17","7",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
315,1,2,8,8,10,1,"","","What comes just after 15?","16","","12","14","16","11",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
316,1,2,8,8,10,0,"","","What comes just before 19?","18","","7","15","2","18",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
317,1,2,8,8,10,1,"","","What comes just after 0?","1","","1","3","10","5",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
318,1,2,8,8,10,0,"","","What comes just before 10?","9","","14","12","2","9",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
319,1,2,8,8,10,0,"","","What comes just before 20?","19","","19","15","14","2",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
320,1,2,8,8,10,0,"","","What comes just before 6?","5","","1","20","5","9",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
321,1,2,8,8,10,1,"","","What comes just after 19?","20","","16","1","4","20",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
322,1,2,8,8,10,1,"","","What comes just after 1?","2","","2","14","13","15",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
323,1,2,8,8,10,1,"","","What comes just after 9?","10","","11","6","10","8",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
324,1,2,8,8,10,0,"","","What comes just before 3?","2","","2","11","7","20",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
325,1,2,8,8,10,0,"","","What comes just before 12?","11","","3","12","11","14",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
326,1,2,8,8,10,0,"","","What comes just before 1?","0","","0","12","13","3",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
327,1,2,8,8,10,0,"","","What comes just before 15?","14","","14","12","16","15",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
328,1,2,8,8,11,1,"","","What comes after 0 but before 2?","1","","19","20","3","1",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
329,1,2,8,8,11,1,"","","What comes after 0 but before 10?","8","","20","19","8","11",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
330,1,2,8,8,11,0,"","","What comes before 12 but after 9?","11","","6","11","2","7",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
331,1,2,8,8,11,0,"","","What comes before 13 but after 6?","11","","3","16","0","11",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
332,1,2,8,8,11,2,"","","What comes between 14 and 17?","15","","6","12","15","18",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
333,1,2,8,8,11,1,"","","What comes after 8 but before 10?","9","","15","1","3","9",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
334,1,2,8,8,11,1,"","","What comes after 10 but before 12?","11","","15","6","11","17",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
335,1,2,8,8,11,2,"","","What comes between 0 and 5?","1","","9","1","20","16",0,"2023-09-04 14:55:00","2023-09-04 14:55:00",""
336,1,2,8,8,11,1,"","","What comes after 0 but before 13?","3","","16","3","17","15",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
337,1,2,8,8,11,0,"","","What comes before 18 but after 13?","17","","17","9","2","3",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
338,1,2,8,8,11,2,"","","What comes between 4 and 6?","5","","5","14","10","20",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
339,1,2,8,8,11,2,"","","What comes between 2 and 4?","3","","18","3","11","14",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
340,1,2,8,8,11,2,"","","What comes between 14 and 17?","15","","2","6","15","20",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
341,1,2,8,8,11,0,"","","What comes before 12 but after 8?","11","","13","19","11","0",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
342,1,2,8,8,11,2,"","","What comes between 3 and 8?","5","","5","18","15","17",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
343,1,2,8,8,11,0,"","","What comes before 2 but after 0?","1","","12","4","19","1",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
344,1,2,8,8,11,0,"","","What comes before 8 but after 6?","7","","2","19","4","7",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
345,1,2,8,8,11,2,"","","What comes between 0 and 4?","1","","1","5","6","20",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
346,1,2,8,8,11,0,"","","What comes before 3 but after 1?","2","","6","2","7","14",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
347,1,2,8,8,11,0,"","","What comes before 5 but after 2?","4","","4","10","6","17",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
348,1,2,8,8,11,0,"","","What comes before 14 but after 5?","11","","16","11","20","15",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
349,1,2,8,8,11,1,"","","What comes after 2 but before 14?","9","","9","20","19","18",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
350,1,2,8,8,11,2,"","","What comes between 1 and 7?","3","","8","17","19","3",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
351,1,2,8,8,11,2,"","","What comes between 1 and 9?","8","","19","13","18","8",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
352,1,2,8,8,11,0,"","","What comes before 11 but after 7?","10","","15","10","13","2",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
353,1,2,8,8,11,1,"","","What comes after 0 but before 2?","1","","6","16","15","1",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
354,1,2,8,8,11,2,"","","What comes between 1 and 4?","3","","8","3","6","18",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
355,1,2,8,8,11,2,"","","What comes between 9 and 16?","10","","7","10","0","5",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
356,1,2,8,8,11,2,"","","What comes between 0 and 2?","1","","14","1","9","17",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
357,1,2,8,8,11,2,"","","What comes between 3 and 7?","5","","17","1","19","5",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
358,1,2,8,8,11,1,"","","What comes after 15 but before 20?","16","","14","8","5","16",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
359,1,2,8,8,11,2,"","","What comes between 3 and 12?","4","","2","13","15","4",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
360,1,2,8,8,11,0,"","","What comes before 6 but after 4?","5","","5","20","18","0",0,"2023-09-04 14:55:01","2023-09-04 14:55:01",""
361,1,2,8,8,11,1,"","","What comes after 5 but before 15?","10","","20","10","17","0",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
362,1,2,8,8,11,1,"","","What comes after 11 but before 14?","12","","12","5","2","0",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
363,1,2,8,8,11,2,"","","What comes between 0 and 2?","1","","12","1","3","6",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
364,1,2,8,8,11,0,"","","What comes before 13 but after 0?","7","","7","15","20","19",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
365,1,2,8,8,11,0,"","","What comes before 10 but after 7?","8","","8","4","12","15",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
366,1,2,8,8,11,0,"","","What comes before 16 but after 11?","12","","18","19","12","1",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
367,1,2,8,8,11,2,"","","What comes between 0 and 3?","1","","15","19","16","1",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
368,1,2,8,8,11,0,"","","What comes before 13 but after 2?","5","","15","16","1","5",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
369,1,2,8,8,11,0,"","","What comes before 20 but after 16?","18","","14","9","0","18",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
370,1,2,8,8,11,0,"","","What comes before 14 but after 4?","8","","15","8","16","18",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
371,1,2,8,8,12,2,"","","Which number is Ascending?","2, 4, 10, 16","","19, 12, 9, 8","17, 13, 11, 7","2, 4, 10, 16","15, 14, 12, 2",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
372,1,2,8,8,12,3,"","","Which number is Descending?","15, 11, 8, 1","","15, 11, 8, 1","1, 11, 12, 18","1, 7, 16, 17","1, 15, 18, 20",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
373,1,2,8,8,12,2,"","","Which number is Ascending?","0, 5, 15, 16","","20, 19, 16, 8","0, 5, 15, 16","18, 17, 12, 0","17, 15, 9, 2",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
374,1,2,8,8,12,2,"","","Which number is Ascending?","8, 12, 16, 17","","20, 19, 12, 8","19, 17, 10, 9","20, 12, 5, 2","8, 12, 16, 17",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
375,1,2,8,8,12,3,"","","Which number is Descending?","18, 10, 9, 2","","0, 7, 8, 14","18, 10, 9, 2","0, 8, 14, 15","1, 6, 7, 8",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
376,1,2,8,8,12,2,"","","Which number is Ascending?","2, 3, 5, 13","","2, 3, 5, 13","20, 19, 14, 6","19, 15, 5, 2","15, 11, 5, 4",0,"2023-09-04 14:55:02","2023-09-04 14:55:02",""
